id,section,word,correctAnswer,wrong1,wrong2,wrong3,points,explanation
22,001-050,いとど,ますます,先ほどの,失敗。過ち,気がかりだ。不安だ,1,古文単語の意味を選ぶ問題
23,001-050,いとほし,気の毒だ。かわいい,気が早い。激しい,評判。寵愛,褒美を与える。かぶる,1,古文単語の意味を選ぶ問題
24,001-050,いぶかし,気がかりだ。知りたい,風情。理由。手段,さまよう,ある。行く。する,1,古文単語の意味を選ぶ問題
25,001-050,いまいまし,不吉だ。縁起が悪い,気がかりだ。はっきりしない,結婚する。男女が会う,中途半端だ。きまりが悪い,1,古文単語の意味を選ぶ問題
26,001-050,いみじ,すばらしい。ひどい。たいそう,もっともだ。当然だ,性格。心遣い,弱々しい。繊細だ,1,古文単語の意味を選ぶ問題
27,001-050,いらふ,答える,意地が悪い。口が悪い,大声で騒ぐ。評判になる,一面に広がる,1,古文単語の意味を選ぶ問題
28,001-050,うし,つらい。情けない,少しも,褒美として与える物,以前の。かつての,1,古文単語の意味を選ぶ問題
29,001-050,うたて,いやだ。不快だ,気に入らない。立派だ,言ってもしかたがない。取るに足りない,わざわざ,1,古文単語の意味を選ぶ問題
30,001-050,うちつけなり,突然だ。軽率だ,さあいらっしゃい,親しく話す。説得する,よくない。みっともない,1,古文単語の意味を選ぶ問題
31,001-050,うつくし,かわいらしい,普通でない。異様だ,つまらない。気に入らない,どうしようもない,1,古文単語の意味を選ぶ問題
32,001-050,うつつ,現実。正気,足手まとい,かわいらしい,お思いになる,1,古文単語の意味を選ぶ問題
33,001-050,うるはし,きちんとしている。美しい,気にくわない。すばらしい,珍しい,弱々しい。繊細だ,1,古文単語の意味を選ぶ問題
34,001-050,えならず,何とも言えないほどすばらしい,明らかにする,性格。心遣い,風流。上品,1,古文単語の意味を選ぶ問題
35,001-050,えもいはず,言葉にできないほどすばらしい,高貴だ。並々でない,少しも,かわいらしい,1,古文単語の意味を選ぶ問題
36,001-050,おきつ,指図する。取り計らう,大人びている。思慮分別がある,難しい。めったにない,病気がよくなる。怠る,1,古文単語の意味を選ぶ問題
37,001-050,おこす,よこす。送ってくる,思いやりがある。趣を解する,つらい。寂しい,都合が悪い。かわいそうだ,1,古文単語の意味を選ぶ問題
38,001-050,おこたる,病気がよくなる。怠る,すばらしい。立派だ,いい加減だ。並ひととおりだ,優美な様子だ,1,古文単語の意味を選ぶ問題
39,001-050,おとなし,大人びている。思慮分別がある,色あせる。移り変わる,続く,よそ見,1,古文単語の意味を選ぶ問題
40,001-050,おどろく,目を覚ます。気づく,様子。雰囲気,迷う。ひどく慌てる,道理。区別,1,古文単語の意味を選ぶ問題
41,001-050,おぼつかなし,気がかりだ。はっきりしない,申し上げる。聞こえる,面倒だ。わずらわしい,気がゆるむ,1,古文単語の意味を選ぶ問題
42,001-050,おもしろし,趣がある。すばらしい,正しくない。ひねくれている,予定。概略,暇。別れ,1,古文単語の意味を選ぶ問題
43,001-050,おろかなり,いい加減だ。並ひととおりだ,どのよう。きっと,大切に育てる。世話をする,ほとんど。めったに,1,古文単語の意味を選ぶ問題
44,001-050,かこつ,不平を言う。かこつける,やはり。さらに,しだいに,趣がある。すばらしい,1,古文単語の意味を選ぶ問題
45,001-050,かしこし,恐れ多い。すばらしい,どうしようもない,普通でない。異様だ,兄弟姉妹,1,古文単語の意味を選ぶ問題
46,001-050,かたじけなし,恐れ多い。ありがたい,間違い,のぞき見る,申し上げる。聞こえる,1,古文単語の意味を選ぶ問題
47,001-050,かたし,難しい。めったにない,様子。機嫌,ある。行く。する,こまごましている。情が深い,1,古文単語の意味を選ぶ問題
48,001-050,かなし,かわいい。いとしい,顔を下に向ける,ぼんやり見える,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
49,001-050,かまへて,必ず。ぜひとも,旧都。なじみの土地,意地が悪い。口が悪い,奥ゆかしい。心ひかれる,1,古文単語の意味を選ぶ問題
50,001-050,きは,身分。程度,やかましい,高貴だ。上品だ,性格。心遣い,1,古文単語の意味を選ぶ問題
51,051-100,けし,普通でない。異様だ,お思いになる,世話。養育,勢いが強い。優れている,1,古文単語の意味を選ぶ問題
52,051-100,けしからず,異様だ。感心できない,月末,答える,間違い,1,古文単語の意味を選ぶ問題
53,051-100,けしき,様子。機嫌,しだいに,道理に合わない。つらい,目立たない姿にする,1,古文単語の意味を選ぶ問題
54,051-100,げに,本当に。なるほど,無礼だ,すぐに。そのまま,どうしようもない,1,古文単語の意味を選ぶ問題
55,051-100,こころあり,思いやりがある。趣を解する,たいそう。甚だしい,頼りなさそうだ,身分。程度,1,古文単語の意味を選ぶ問題
56,051-100,こころうし,つらい。情けない,顔立ち,まぶしい。きまりが悪い,大切に育てる。世話をする,1,古文単語の意味を選ぶ問題
57,051-100,こころづきなし,気に入らない,朝。翌朝,もっともだ。当然だ,いい加減だ。並ひととおりだ,1,古文単語の意味を選ぶ問題
58,051-100,こころにくし,奥ゆかしい。心ひかれる,目を覚まさせる。気づかせる,退出する。参る,厳かだ。立派だ,1,古文単語の意味を選ぶ問題
59,051-100,こころもとなし,待ち遠しい。不安だ,しっかりしている,あてもない。思いがけない,わざわざ,1,古文単語の意味を選ぶ問題
60,051-100,ことわりなり,もっともだ。当然だ,すばらしい。ひどい。たいそう,寝坊である。眠り込んでいる,やはり。さらに,1,古文単語の意味を選ぶ問題
61,051-100,こよなし,格別だ。はるかに違う,申し上げる。聞こえる,面倒だ。厄介だ,だらしない,1,古文単語の意味を選ぶ問題
62,051-100,さうざうし,物足りない。寂しい,かわいい。いとしい,気に入らない,だらしない,1,古文単語の意味を選ぶ問題
63,051-100,さがなし,意地が悪い。口が悪い,身なりを整える,大人びている。思慮分別がある,比べるものがない,1,古文単語の意味を選ぶ問題
64,051-100,さすがなり,そうはいってもやはり,寵愛を受ける。栄える,どうにでもなれ,いらっしゃる,1,古文単語の意味を選ぶ問題
65,051-100,さぶらふ,お仕えする。あります,正しくない。ひねくれている,ある。行く。する,かわいらしさ,1,古文単語の意味を選ぶ問題
66,051-100,さらに,まったく。決して,比べるものがない,似合う。ふさわしい,参上する。参詣する,1,古文単語の意味を選ぶ問題
67,051-100,しのぶ,我慢する。隠す。懐かしむ,しみじみとした情趣,旧都。なじみの土地,続く,1,古文単語の意味を選ぶ問題
68,051-100,しる,治める。知る,薄情だ。恨めしい,考える。だます,上品で優美だ,1,古文単語の意味を選ぶ問題
69,051-100,すさまじ,興ざめだ。殺風景だ,親しく話す。説得する,身なりを整える,中途半端だ。きまりが悪い,1,古文単語の意味を選ぶ問題
70,051-100,すずろなり,あてもない。思いがけない,そのまま。すべて,不平を言う。かこつける,満足する。飽きる,1,古文単語の意味を選ぶ問題
71,051-100,すまふ,抵抗する。辞退する,長年。数年来,利口ぶること,取り決め。処置,1,古文単語の意味を選ぶ問題
72,051-100,せちなり,切実だ。ひどい,色あせる。移り変わる,いやだ。不快だ,利口ぶること,1,古文単語の意味を選ぶ問題
73,051-100,せむかたなし,どうしようもない,ほとんど。めったに,際立っている,様子。機嫌,1,古文単語の意味を選ぶ問題
74,051-100,そこら,たくさん。非常に,まじめだ。実用的だ,さあ,ほんのちょっとの間である,1,古文単語の意味を選ぶ問題
75,051-100,たづき,手段。よりどころ,死ぬ,たいそう。非常に,平凡だ。いい加減だ,1,古文単語の意味を選ぶ問題
76,051-100,たのむ,あてにする。頼みに思わせる,前もって,暇。別れ,いい加減だ。並ひととおりだ,1,古文単語の意味を選ぶ問題
77,051-100,たまふ,お与えになる。補助動詞の尊敬,ほとんど。めったに,考える。だます,このように,1,古文単語の意味を選ぶ問題
78,051-100,つきづきし,ふさわしい,面倒だ。厄介だ,正しくない。ひねくれている,はかない。浮気だ,1,古文単語の意味を選ぶ問題
79,051-100,つごもり,月末,朝。翌朝,無礼だ,まったく。決して,1,古文単語の意味を選ぶ問題
80,051-100,つとめて,早朝。翌朝,おおげさだ。うるさい,旧都。なじみの土地,さまよう,1,古文単語の意味を選ぶ問題
81,051-100,つゆ,少しも,そうはいってもやはり,美しく照り映える,気がかりだ。不安だ,1,古文単語の意味を選ぶ問題
82,051-100,てしがな,したいものだ,探し求める。質問する,顔立ち,面倒だ。わずらわしい,1,古文単語の意味を選ぶ問題
83,051-100,ときめく,寵愛を受ける。栄える,明らかにする,おろそかだ,年をとる。成長する,1,古文単語の意味を選ぶ問題
84,051-100,ところせし,いっぱいだ。窮屈だ,しみじみと心に深く感じられる,まったく。実に,平然としている。冷淡だ,1,古文単語の意味を選ぶ問題
85,051-100,としごろ,長年。数年来,世話。養育,容易だ。安心だ,さあいらっしゃい,1,古文単語の意味を選ぶ問題
86,051-100,なかなか,かえって。中途半端に,いやだ。不快だ,浮気っぽくふるまう,気がかりだ。知りたい,1,古文単語の意味を選ぶ問題
87,051-100,なつかし,親しみやすい。心ひかれる,気に入らない,気の毒だ。かわいい,何とも言えないほどすばらしい,1,古文単語の意味を選ぶ問題
88,051-100,なでふ,どうして。何という,指図する。取り計らう,そのまま。すぐに,言葉にできないほどすばらしい,1,古文単語の意味を選ぶ問題
89,051-100,なのめなり,平凡だ。いい加減だ,亡くなる。隠れる,不快だ。気味が悪い,奥ゆかしい。心ひかれる,1,古文単語の意味を選ぶ問題
90,051-100,なほ,やはり。さらに,手引き。案内人,よくない。みっともない,さっぱりしている,1,古文単語の意味を選ぶ問題
91,051-100,なまめかし,優美だ。若々しい,疑う,目を覚まさせる。気づかせる,予定。概略,1,古文単語の意味を選ぶ問題
92,051-100,なめし,無礼だ,すぐに。急に,以前の。かつての,手段。よりどころ,1,古文単語の意味を選ぶ問題
93,051-100,にほふ,美しく照り映える,互いに,申し上げる。聞こえる,耐える,1,古文単語の意味を選ぶ問題
94,051-100,ねんごろなり,熱心だ。親密だ,お聞きになる。召し上がる,親しみやすい。心ひかれる,道理に合わない。つらい,1,古文単語の意味を選ぶ問題
95,051-100,ののしる,大声で騒ぐ。評判になる,気味が悪い,弱々しい。繊細だ,美しく照り映える,1,古文単語の意味を選ぶ問題
96,051-100,はかなし,頼りない。ちょっとした,取り決め。処置,思いやりがある。趣を解する,いらっしゃる,1,古文単語の意味を選ぶ問題
97,051-100,はかばかし,しっかりしている,理由。由緒,取り扱う。もてはやす,目立たない姿にする,1,古文単語の意味を選ぶ問題
98,051-100,はしたなし,中途半端だ。きまりが悪い,結婚する。男女が会う,順序。機会,優美な様子だ,1,古文単語の意味を選ぶ問題
99,051-100,びんなし,都合が悪い。気の毒だ,本当に。なるほど,かえって。中途半端に,かすかだ,1,古文単語の意味を選ぶ問題
100,051-100,ひがごと,間違い,都合が悪い。かわいそうだ,退出する,興ざめだ。殺風景だ,1,古文単語の意味を選ぶ問題
101,101-150,ひねもす,一日中,おおげさだ。うるさい,慣れ親しむ,何とも言えないほどすばらしい,1,古文単語の意味を選ぶ問題
102,101-150,ふびんなり,都合が悪い。かわいそうだ,気がかりだ。はっきりしない,半分ほど,準備する,1,古文単語の意味を選ぶ問題
103,101-150,ほい,本来の願い,涙に濡れる,間違い,すぐに。急に,1,古文単語の意味を選ぶ問題
104,101-150,ほだし,足手まとい,上品で優美だ,頼りとするもの,正しくない。ひねくれている,1,古文単語の意味を選ぶ問題
105,101-150,まうく,準備する。設ける,失敗。過ち,身なりを整える,極める,1,古文単語の意味を選ぶ問題
106,101-150,まうづ,参上する。参詣する,高貴だ。上品だ,恐れ多い。ありがたい,おろそかだ,1,古文単語の意味を選ぶ問題
107,101-150,まめなり,実直だ。実用的だ,どのよう。きっと,かわいらしさ,優美だ。若々しい,1,古文単語の意味を選ぶ問題
108,101-150,まもる,じっと見つめる,効き目。はっきりしている,面倒だ。厄介だ,美しく照り映える,1,古文単語の意味を選ぶ問題
109,101-150,みそかなり,ひそかだ,実直だ。実用的だ,よそ見,気が早い。激しい,1,古文単語の意味を選ぶ問題
110,101-150,むげなり,ひどい。まったくである,続く,探し求める。質問する,親しく話す。説得する,1,古文単語の意味を選ぶ問題
111,101-150,めざまし,気にくわない。すばらしい,評判。寵愛,きっと。必ず,待ち遠しい。不安だ,1,古文単語の意味を選ぶ問題
112,101-150,めでたし,すばらしい。立派だ,色あせる。移り変わる,都合が悪い。かわいそうだ,性格。心遣い,1,古文単語の意味を選ぶ問題
113,101-150,ものす,ある。行く。する,どうしてか,すぐに。急に,寝坊である。眠り込んでいる,1,古文単語の意味を選ぶ問題
114,101-150,やがて,そのまま。すぐに,親しく話す。説得する,都合が悪い。気の毒だ,決める。治める,1,古文単語の意味を選ぶ問題
115,101-150,やさし,優美だ。殊勝だ,互いに,かわいい。いとしい,利口ぶること,1,古文単語の意味を選ぶ問題
116,101-150,やすし,容易だ。安心だ,褒美を与える。かぶる,異様だ。感心できない,よそ見,1,古文単語の意味を選ぶ問題
117,101-150,やつす,目立たない姿にする,すべて。万事,間違い,頼りない。ちょっとした,1,古文単語の意味を選ぶ問題
118,101-150,ゆかし,見たい。聞きたい。知りたい,性格。心遣い,耐える,さあいらっしゃい,1,古文単語の意味を選ぶ問題
119,101-150,ゆゆし,不吉だ。たいそうすばらしい,やはり。さらに,すぐに。急に,しんみりしている,1,古文単語の意味を選ぶ問題
120,101-150,よし,風情。理由。手段,いやもう。さあ,寵愛を受ける。栄える,抵抗する。辞退する,1,古文単語の意味を選ぶ問題
121,101-150,よしなし,つまらない。関係がない,気が早い。激しい,まぶしい。きまりが悪い,いっぱいだ。窮屈だ,1,古文単語の意味を選ぶ問題
122,101-150,よもすがら,一晩中,気の毒だ。かわいい,自分の心からする,強引だ。ひたむきだ,1,古文単語の意味を選ぶ問題
123,101-150,らうたし,かわいらしい,風流好みだ。好色だ,優美に見える,まぶしい。きまりが悪い,1,古文単語の意味を選ぶ問題
124,101-150,わびし,つらい。寂しい,早い。鋭い,取り扱う。もてはやす,不格好だ。未熟だ,1,古文単語の意味を選ぶ問題
125,101-150,をかし,趣がある。おもしろい,恐れ多い。ありがたい,よそ見,仲間。例,1,古文単語の意味を選ぶ問題
126,101-150,あらまし,予定。概略,続く,無事だ。何でもない,気にくわない。すばらしい,1,古文単語の意味を選ぶ問題
127,101-150,ありし,以前の。かつての,薄情だ。恨めしい,抵抗する。辞退する,普通でない。異様だ,1,古文単語の意味を選ぶ問題
128,101-150,いかが,どうして。どのように,愛情。意向,まれだ。偶然だ,別れの挨拶をする,1,古文単語の意味を選ぶ問題
129,101-150,いかでか,どうしてか,異様だ。感心できない,亡くなる。隠れる,準備,1,古文単語の意味を選ぶ問題
130,101-150,いざ,さあ,物思いに沈む。口ずさむ,なんとなく気が変になりそうだ,はっきりしている,1,古文単語の意味を選ぶ問題
131,101-150,いざたまへ,さあいらっしゃい,たくさん,弱々しい。繊細だ,慣れ親しむ,1,古文単語の意味を選ぶ問題
132,101-150,いつしか,早く。いつの間にか,続く,物足りない。寂しい,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
133,101-150,いとけなし,幼い,予定。概略,すぐに。そのまま,物足りない。寂しい,1,古文単語の意味を選ぶ問題
134,101-150,いふかひなし,言ってもしかたがない。取るに足りない,つまらない。どうにもならない,退出する,不格好だ。未熟だ,1,古文単語の意味を選ぶ問題
135,101-150,いみじく,たいそう。非常に,風流好みだ。好色だ,間違い,どうしてか,1,古文単語の意味を選ぶ問題
136,101-150,うしろめたし,気がかりだ。不安だ,正式に。特に,ひそかだ,お思いになる,1,古文単語の意味を選ぶ問題
137,101-150,うちわたす,一面に広がる,親しく話す。説得する,早い。鋭い,お聞きになる。召し上がる,1,古文単語の意味を選ぶ問題
138,101-150,うるさし,面倒だ。わずらわしい,さあいらっしゃい,めったにない。すばらしい,早朝。翌朝,1,古文単語の意味を選ぶ問題
139,101-150,おぼえ,評判。寵愛,しだいに,恐れ多い。ありがたい,趣がある。おもしろい,1,古文単語の意味を選ぶ問題
140,101-150,おぼす,お思いになる,気がかりだ。不安だ,どうしようもない,不格好だ。未熟だ,1,古文単語の意味を選ぶ問題
141,101-150,おもておこし,面目をほどこすこと,さあ,いやだ。不快だ,おおげさだ。うるさい,1,古文単語の意味を選ぶ問題
142,101-150,かく,このように,ふさわしい,そのまま。すぐに,大切に育てる。世話をする,1,古文単語の意味を選ぶ問題
143,101-150,かくて,こうして。このままで,気がかりだ。はっきりしない,迷う。ひどく慌てる,正式に。特に,1,古文単語の意味を選ぶ問題
144,101-150,かたへ,一方。仲間,ほとんど。めったに,薄情だ。恨めしい,限度。最後,1,古文単語の意味を選ぶ問題
145,101-150,かづく,褒美を与える。かぶる,思いやりがある。趣を解する,ぼんやり見える,中途半端,1,古文単語の意味を選ぶ問題
146,101-150,きこしめす,お聞きになる。召し上がる,様子。機嫌,気がかりだ。はっきりしない,取り決め。処置,1,古文単語の意味を選ぶ問題
147,101-150,きこゆ,申し上げる。聞こえる,じっと見つめる,突然だ。思いがけない,大げさだ。恐ろしい,1,古文単語の意味を選ぶ問題
148,101-150,けうなり,珍しい,耐える,目を覚ます。気づく,ますます,1,古文単語の意味を選ぶ問題
149,101-150,けはひ,様子。雰囲気,気がかりだ。知りたい,難しい。めったにない,ぼんやり見える,1,古文単語の意味を選ぶ問題
150,101-150,ことごとし,大げさだ,趣がある。おもしろい,不快だ。気味が悪い,騒がしい。乱雑だ,1,古文単語の意味を選ぶ問題
151,151-200,こまやかなり,こまごましている。情が深い,大声で騒ぐ。評判になる,指図する。取り計らう,気の毒だ,1,古文単語の意味を選ぶ問題
152,151-200,さかし,賢い。しっかりしている,物足りない。寂しい,頼りない。ちょっとした,高貴だ。並々でない,1,古文単語の意味を選ぶ問題
153,151-200,さすらふ,さまよう,さっぱりしている,けなす,退出する。参る,1,古文単語の意味を選ぶ問題
154,151-200,さはれ,どうにでもなれ,不吉だ。縁起が悪い,少しも,病気がよくなる。怠る,1,古文単語の意味を選ぶ問題
155,151-200,しどけなし,だらしない,どうしようもない,身近だ,病気になる。苦しむ,1,古文単語の意味を選ぶ問題
156,151-200,しめやかなり,しんみりしている,手引き。案内人,訪問する。弔問する,かわいい。いとしい,1,古文単語の意味を選ぶ問題
157,151-200,すきずきし,風流好みだ。好色だ,珍しい,どうして。どのように,考える。だます,1,古文単語の意味を選ぶ問題
158,151-200,すなはち,すぐに。そのまま,極める,平然としている。冷淡だ,ある。行く。する,1,古文単語の意味を選ぶ問題
159,151-200,たけし,勢いが強い。優れている,涙で目の前が暗くなる,目立たない姿にする,目を覚ます。気づく,1,古文単語の意味を選ぶ問題
160,151-200,たづぬ,探し求める。質問する,気がかりだ。不安だ,無礼だ,薄情だ。恨めしい,1,古文単語の意味を選ぶ問題
161,151-200,つれづれなり,退屈だ。もの寂しい,すぐに。突然,大げさだ,自分の心からする,1,古文単語の意味を選ぶ問題
162,151-200,とみに,すぐに。急に,準備する,つまらない。どうにもならない,朝から晩まで。いつも,1,古文単語の意味を選ぶ問題
163,151-200,なべて,一般に。すべて,静かに。そっと,言ってもしかたがない。取るに足りない,風流好みだ。好色だ,1,古文単語の意味を選ぶ問題
164,151-200,なやむ,病気になる。苦しむ,似合う。ふさわしい,気がかりだ。不安だ,そのまま。すべて,1,古文単語の意味を選ぶ問題
165,151-200,ねたし,くやしい。憎らしい,頼りなさそうだ,親しみやすい。心ひかれる,恐れ多い。すばらしい,1,古文単語の意味を選ぶ問題
166,151-200,はべり,お仕えする。あります,準備する,続く,格別だ。はるかに違う,1,古文単語の意味を選ぶ問題
167,151-200,ひま,すき間。機会,気が早い。激しい,世話。養育,効き目。はっきりしている,1,古文単語の意味を選ぶ問題
168,151-200,ふるさと,旧都。なじみの土地,都合が悪い。かわいそうだ,やかましい,身近だ,1,古文単語の意味を選ぶ問題
169,151-200,まかづ,退出する,じっと見つめる,不格好だ。未熟だ,別れの挨拶をする,1,古文単語の意味を選ぶ問題
170,151-200,まどふ,迷う。ひどく慌てる,めったにない。すばらしい,普通でない。異様だ,物足りない。寂しい,1,古文単語の意味を選ぶ問題
171,151-200,みやび,風流。上品,たくさん。非常に,中途半端,しみじみとした情趣,1,古文単語の意味を選ぶ問題
172,151-200,むつかし,不快だ。気味が悪い,病気がよくなる。怠る,自分の心からする,しんみりしている,1,古文単語の意味を選ぶ問題
173,151-200,ものぐるほし,なんとなく気が変になりそうだ,つまらない。関係がない,すべて。万事,身なりを整える,1,古文単語の意味を選ぶ問題
174,151-200,やをら,静かに。そっと,しんみりしている,不快だ。気味が悪い,優美だ。若々しい,1,古文単語の意味を選ぶ問題
175,151-200,ゆくりなし,突然だ。思いがけない,お与えになる。補助動詞の尊敬,厳かだ。立派だ,将来。末端,1,古文単語の意味を選ぶ問題
176,151-200,よろづ,すべて。万事,早い。鋭い,面倒だ。厄介だ,涙で目の前が暗くなる,1,古文単語の意味を選ぶ問題
177,151-200,わざと,正式に。特に,いい加減だ。並ひととおりだ,お仕えする。あります,幼い,1,古文単語の意味を選ぶ問題
178,151-200,わりなし,道理に合わない。つらい,似合う。ふさわしい,様子。雰囲気,世話。養育,1,古文単語の意味を選ぶ問題
179,151-200,あえかし,弱々しい。繊細だ,風情。理由。手段,さまよう,退出する。参る,1,古文単語の意味を選ぶ問題
180,151-200,あからめ,よそ見,無礼だ,暗い所がない。行き届いている,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
181,151-200,あだめく,浮気っぽくふるまう,気がかりだ。不安だ,いやもう。さあ,突然だ。思いがけない,1,古文単語の意味を選ぶ問題
182,151-200,あぢきなし,つまらない。どうにもならない,したいものだ,よそ見,亡くなる。隠れる,1,古文単語の意味を選ぶ問題
183,151-200,あやめ,道理。区別,平然としている。冷淡だ,じっと見つめる,熱心だ。親密だ,1,古文単語の意味を選ぶ問題
184,151-200,あるじす,客をもてなす,褒美を与える。かぶる,気がかりだ。不安だ,評判。寵愛,1,古文単語の意味を選ぶ問題
185,151-200,いちはやし,気が早い。激しい,先ほどの,いらっしゃる,以前の。かつての,1,古文単語の意味を選ぶ問題
186,151-200,いとま,暇。別れ,わざわざ,道理に合わない。つらい,参上する。参詣する,1,古文単語の意味を選ぶ問題
187,151-200,うちつづく,続く,いっぱいだ。窮屈だ,奥ゆかしい。心ひかれる,申し上げる。聞こえる,1,古文単語の意味を選ぶ問題
188,151-200,うらなし,隠し立てしない,準備する。設ける,優美に見える,どうしようもない,1,古文単語の意味を選ぶ問題
189,151-200,えうなし,必要がない,続く,旧都。なじみの土地,無礼だ,1,古文単語の意味を選ぶ問題
190,151-200,おきて,取り決め。処置,かわいらしさ,参上する。参詣する,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
191,151-200,おどろおどろし,大げさだ。恐ろしい,突然だ。軽率だ,優美だ。殊勝だ,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
192,151-200,かいまみる,のぞき見る,けなす,評判。寵愛,限度。最後,1,古文単語の意味を選ぶ問題
193,151-200,かくる,亡くなる。隠れる,面倒だ。厄介だ,きちんとしている。美しい,そうはいってもやはり,1,古文単語の意味を選ぶ問題
194,151-200,かしづく,大切に育てる。世話をする,結婚する。男女が会う,すぐに。突然,退出する,1,古文単語の意味を選ぶ問題
195,151-200,かたみに,互いに,以前の。かつての,親しく話す。説得する,病気になる。苦しむ,1,古文単語の意味を選ぶ問題
196,151-200,かづけもの,褒美として与える物,以前の。かつての,こうして。このままで,つらい。寂しい,1,古文単語の意味を選ぶ問題
197,151-200,きよげなり,美しい様子だ,騒がしい。乱雑だ,けなす,薄情だ。恨めしい,1,古文単語の意味を選ぶ問題
198,151-200,くちをし,残念だ。つまらない,足手まとい,動き回る。出歩く,寝坊である。眠り込んでいる,1,古文単語の意味を選ぶ問題
199,151-200,けざやかなり,はっきりしている,満足しない。物足りない,待ち遠しい。不安だ,我慢する。隠す。懐かしむ,1,古文単語の意味を選ぶ問題
200,151-200,こころばへ,性格。心遣い,似合う。ふさわしい,頼りなさそうだ,気味が悪い,1,古文単語の意味を選ぶ問題
201,201-250,ことなし,無事だ。何でもない,おおげさだ。うるさい,朝から晩まで。いつも,一面に広がる,1,古文単語の意味を選ぶ問題
202,201-250,さうなし,比べるものがない,必ず。ぜひとも,平凡だ。いい加減だ,めったにない。すばらしい,1,古文単語の意味を選ぶ問題
203,201-250,さだめて,きっと。必ず,まぶしい。きまりが悪い,しだいに,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
204,201-250,しほたる,涙に濡れる,ひたすらだ。強引だ,物足りない。寂しい,風情。理由。手段,1,古文単語の意味を選ぶ問題
205,201-250,すべなし,どうしようもない,不吉だ。縁起が悪い,無礼だ,何とも言えないほどすばらしい,1,古文単語の意味を選ぶ問題
206,201-250,そらごと,うそ,さあ,厳かだ。立派だ,高貴だ。上品だ,1,古文単語の意味を選ぶ問題
207,201-250,たぐひ,仲間。例,強引だ。ひたむきだ,世話。養育,亡くなる。隠れる,1,古文単語の意味を選ぶ問題
208,201-250,たゆむ,気がゆるむ,正式に。特に,世話。養育,優美だ。若々しい,1,古文単語の意味を選ぶ問題
