id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L12-P02-S02,Lesson 12,"Children can conduct simple experiments, but their options for experimentation are quite ___.",limited,unlimited,technical,adult-like,1,The paragraph gives examples of simple experiments and then says their options are quite limited.,Summary Cloze,"[2] Before the age of eight or so, kids can’t really do much research on their own. They don’t have the vocabulary, let alone the reasoning ability, to acquire and analyze technical information. And while it’s true that they can conduct some basic experiments ― mix colors to see how they blend, or fill different shaped jars with liquids to understand the concept of volume ― their options are quite limited. Yet our children still manage to learn amazing amounts of information. Their brains, as most parents know, always want to gather facts. The questions can seem nonstop, like: Why is the sky blue? Why don’t people fall off the Earth if it’s round?"
L12-P02-S03,Lesson 12,"Even with these limits, children’s brains constantly want to gather ___.",facts,money,equipment,quotations,1,The paragraph says children’s brains always want to gather facts.,Summary Cloze,"[2] Before the age of eight or so, kids can’t really do much research on their own. They don’t have the vocabulary, let alone the reasoning ability, to acquire and analyze technical information. And while it’s true that they can conduct some basic experiments ― mix colors to see how they blend, or fill different shaped jars with liquids to understand the concept of volume ― their options are quite limited. Yet our children still manage to learn amazing amounts of information. Their brains, as most parents know, always want to gather facts. The questions can seem nonstop, like: Why is the sky blue? Why don’t people fall off the Earth if it’s round?"
L12-P03-V01,Lesson 12,"As used in paragraph 3, the word “readily” most nearly means:",easily,secretly,carelessly,rarely,1,"The paragraph asks how children acquire knowledge so readily, meaning how they acquire it easily despite limited abilities.",Vocabulary,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P03-F01,Lesson 12,"According to paragraph 3, what is the main answer to how children acquire knowledge?",They rely heavily on what others tell them.,They conduct complex experiments by themselves.,They read technical articles independently.,They learn only from their own mistakes.,1,The paragraph says the answer is children’s overreliance on the third method: what others tell them.,Factual,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P03-I01,Lesson 12,What can be inferred from paragraph 3 about academic success?,Children’s perceptions of teacher trustworthiness can influence it.,It depends only on how much teachers know in reality.,It is unrelated to whether students trust teachers.,It is determined mainly by children’s ability to do research.,1,The paragraph says a child’s perceptions of teachers may matter most for academic success.,Inference,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P03-S01,Lesson 12,Children’s learning usually means trusting what they are ___.,told,selling,testing,hiding,1,"The paragraph says, “learning for children usually means trusting what you’re told.”",Summary Cloze,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P03-S02,Lesson 12,"If a child’s information source is not trustworthy, learning will ___.",suffer,accelerate,become automatic,depend only on memory,1,The paragraph states that learning will suffer if the source of information is not trustworthy.,Summary Cloze,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P03-S03,Lesson 12,The paragraph emphasizes that a child’s ___ of teachers may be especially important.,perceptions,height,age,homework,1,The paragraph says the child’s perceptions of teachers may matter most for academic success.,Summary Cloze,"[3] This explosion of learning leads to the question: If kids’ ability to learn through analyzing information and experimentation is limited, how do they manage to acquire knowledge so readily? The answer comes down to a fundamental, and necessary, overreliance on the third method for learning: what others tell you. Put simply, learning for children usually means trusting what you’re told. And as with all situations involving trust, there is some risk involved. If your child’s source of information isn’t trustworthy, for instance, if a teacher isn’t responsible or knowledgeable, learning will suffer. That might not seem like a surprise to you. You want your child’s teachers to be knowledgeable. But, what you probably don’t realize is that in some ways, it’s your child’s perceptions of his or her teachers that may matter most for academic success. Does your child believe a teacher is worth trusting?"
L12-P04-V01,Lesson 12,"As used in paragraph 4, the word “primary” most nearly means:",main,earliest,temporary,hidden,1,"The paragraph refers to the primary way of learning, meaning the main way children learn about the world.",Vocabulary,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P04-F01,Lesson 12,"According to paragraph 4, what are children already doing by the age of four?",Using trustworthiness to decide who is worth listening to,Reading technical research articles independently,Choosing their own teachers at school,Remembering every fact they are told,1,"The paragraph states that by age four, children use trustworthiness to judge who is worth listening to.",Factual,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P04-I01,Lesson 12,What does paragraph 4 imply about preschoolers?,They actively sort information sources by reliability.,They cannot judge anything about other people.,They learn mostly through written research.,They trust every adult equally.,1,"Because children depend on others for information, their minds figure out whose information can be trusted.",Inference,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P04-S01,Lesson 12,"By about age four, children use trustworthiness to judge who is worth ___.",listening to,punishing,teaching grammar to,avoiding completely,1,The paragraph says children are already using trustworthiness to judge who is worth listening to.,Summary Cloze,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P04-S02,Lesson 12,"When children learn mainly through other people, it is important to know whose information they can ___.",trust,sell,translate,forget,1,The paragraph says it becomes very important to figure out whose information you can trust.,Summary Cloze,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P04-S03,Lesson 12,The minds of ___ are already doing this kind of trust evaluation.,preschoolers,scientists,teenagers only,college professors,1,The paragraph ends by saying that this is what the minds of preschoolers do.,Summary Cloze,"[4] Why does trust in a teacher’s ability matter so much? Because by the age of four, children are already using trustworthiness to judge who is worth listening to. If your primary way of learning about the world depends on getting information through other people, as it does for kids, then it becomes very important to figure out whose information you can trust. That’s just what the minds of preschoolers do."
L12-P05-V01,Lesson 12,"As used in paragraph 5, the word “deliberate” most nearly means:",intentional,careless,unnoticed,minor,1,"The familiar teacher made deliberate mistakes as part of the experiment, meaning the mistakes were intentional.",Vocabulary,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P05-F01,Lesson 12,"According to paragraph 5, what did children do after seeing their familiar teacher make mistakes?",They sought information from the new teacher.,They refused to complete the new task.,They always asked their parents instead.,They stopped trusting all teachers permanently.,1,The paragraph states that children who saw the familiar teacher make mistakes sought information from the new teacher.,Factual,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P05-I01,Lesson 12,What does paragraph 5 suggest about children’s trust?,It can depend more on perceived knowledge than on familiarity.,It is based only on whether they love a teacher.,It never changes after a teacher makes errors.,It always favors parents over teachers.,1,The experiments show that children may turn from a familiar teacher to a new teacher if the familiar teacher seems less knowledgeable.,Inference,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P05-S01,Lesson 12,Paul Harris’s experiments showed that trust plays an important role in ___.,learning,exercise,language extinction,business planning,1,The paragraph begins by saying Harris’s experiments showed the importance of trust in learning.,Summary Cloze,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P05-S02,Lesson 12,Children who saw the familiar teacher make mistakes began to ___ her knowledge.,doubt,increase,memorize,copy,1,The paragraph says those children now doubted her knowledge.,Summary Cloze,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P05-S03,Lesson 12,Some young children may accept information from a knowledgeable teacher even when it conflicts with information from their ___.,parents,classmates,neighbors,siblings only,1,The paragraph states that children may trust a teacher over their parents based on perceived trustworthiness.,Summary Cloze,"[5] A series of breakthrough experiments conducted by Paul Harris, a professor at Harvard’s Graduate School of Education, has shown just how important a role trust plays in learning. In one experiment, for example, Harris had preschoolers watch two different teachers ― one a familiar and beloved teacher, the other a teacher whom they had never met before ― provide names for both unusual as well as common objects. Following the experimenters’ instructions, the familiar teacher made a few deliberate mistakes in naming some objects in front of half of the children, but provided the correct names to the other half. After witnessing these events, the kids had to complete a task that required them to learn new facts. Those who had no reason to doubt their familiar teacher’s knowledge because they didn’t see her make any mistakes almost always approached the teacher they knew and loved with their questions about the new task. But, those who now doubted her knowledge and saw her make mistakes sought information from the new teacher. In even more surprising research, Harris has shown that kids as young as five are even willing to trust a new teacher over their parents based on differences in the perceived trustworthiness between the two. Children whose relationship with their parents is characterized by a lack of trust show a significant preference for seeking and accepting information from teachers they perceive as knowledgeable, even when that information conflicts with information provided by their own parents."
L12-P06-V01,Lesson 12,"As used in paragraph 6, the word “astonishing” most nearly means:",surprising,ordinary,uncertain,temporary,1,"The paragraph introduces the most astonishing finding, meaning the most surprising finding.",Vocabulary,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P06-F01,Lesson 12,"According to paragraph 6, what did Mark Sabbagh’s research confirm?",Children’s minds can block information from sources they view as less knowledgeable.,Children remember facts only when they study for a long time.,Children never judge whether teachers are knowledgeable.,Children always remember information from unfamiliar adults.,1,The paragraph states that Sabbagh’s research confirms children’s minds block information from less knowledgeable sources.,Factual,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P06-I01,Lesson 12,What is one implication of paragraph 6?,A child may forget information if it comes from a teacher the child does not trust.,Memory depends only on repetition and study time.,Teachers’ trustworthiness affects questions but not memory.,Children remember all information from school equally well.,1,The paragraph says trust affects not only asking and believing but also remembering information later.,Inference,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P06-S01,Lesson 12,"Trust affects whether children ask teachers for information, believe them, and ___ the information later.",remember,translate,publish,criticize,1,The paragraph says trust determines whether children will remember the information later.,Summary Cloze,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P06-S02,Lesson 12,Children’s minds may block information from sources seen as less ___.,knowledgeable,friendly,popular,strict,1,The paragraph states that children block information from sources they view as less knowledgeable.,Summary Cloze,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P06-S03,Lesson 12,Remembering facts depends not only on study but also on trust in the ___ who provided the information.,teacher,textbook price,school building,experiment,1,The paragraph concludes that memory depends partly on whether children trust the teacher who provided the information.,Summary Cloze,"[6] But, perhaps the most astonishing finding of all is that trust in teachers not only determines whether you’ll ask them for information and believe what they tell you, but also whether you’ll remember it later. Research by Mark Sabbagh at Queens University confirms that children’s minds actually block information from sources they view as less knowledgeable. This discovery has very clear implications. How well children remember facts doesn’t only depend on how much they study, but also on whether they believe they can trust the teacher who provided the information."
L12-P07-V01,Lesson 12,"As used in paragraph 7, the phrase “below conscious awareness” most nearly means:",without intentional awareness,after careful public debate,only when children are asleep,through spoken instructions,1,The paragraph explains that children are not intentionally judging teachers; their minds do it automatically.,Vocabulary,"[7] In all these cases, the influence of trust operates below conscious awareness. It’s not that our kids are intentionally judging the trustworthiness of teachers in attempts to decide whether to accept information from them. Their minds are built to do it automatically and effortlessly. Every day, in every school and every home, our kids’ minds are busy figuring out whose knowledge is reliable and whose isn’t. It’s a system that can work pretty well if children can choose from whom they wish to learn. But, in most schools, such choice isn’t possible. Teachers are determined by luck. And if your child doesn’t see his teacher as trustworthy, he’s going to be at a major disadvantage when it comes to learning and remembering the information that teacher provides. As the journalist and author Amanda Ripley has shown, teenagers recognize that it’s not how much they like a teacher that predicts their academic success, but whether they believe the teacher is trustworthy and knowledgeable."
L12-P07-F01,Lesson 12,"According to paragraph 7, why can the trust system be difficult in most schools?",Children usually cannot choose the teachers from whom they learn.,Children are always allowed to choose every teacher.,Teachers are assigned according to student preference.,All children naturally trust every school teacher.,1,"The paragraph states that in most schools, such choice is not possible and teachers are determined by luck.",Factual,"[7] In all these cases, the influence of trust operates below conscious awareness. It’s not that our kids are intentionally judging the trustworthiness of teachers in attempts to decide whether to accept information from them. Their minds are built to do it automatically and effortlessly. Every day, in every school and every home, our kids’ minds are busy figuring out whose knowledge is reliable and whose isn’t. It’s a system that can work pretty well if children can choose from whom they wish to learn. But, in most schools, such choice isn’t possible. Teachers are determined by luck. And if your child doesn’t see his teacher as trustworthy, he’s going to be at a major disadvantage when it comes to learning and remembering the information that teacher provides. As the journalist and author Amanda Ripley has shown, teenagers recognize that it’s not how much they like a teacher that predicts their academic success, but whether they believe the teacher is trustworthy and knowledgeable."
L12-P07-I01,Lesson 12,What does paragraph 7 imply about liking a teacher?,Liking a teacher is less important than seeing the teacher as trustworthy and knowledgeable.,Liking a teacher is the only predictor of academic success.,Teenagers do not care whether teachers are knowledgeable.,Students succeed best when teachers are entertaining.,1,"The paragraph says teenagers recognize that success is predicted by trustworthiness and knowledge, not simply liking a teacher.",Inference,"[7] In all these cases, the influence of trust operates below conscious awareness. It’s not that our kids are intentionally judging the trustworthiness of teachers in attempts to decide whether to accept information from them. Their minds are built to do it automatically and effortlessly. Every day, in every school and every home, our kids’ minds are busy figuring out whose knowledge is reliable and whose isn’t. It’s a system that can work pretty well if children can choose from whom they wish to learn. But, in most schools, such choice isn’t possible. Teachers are determined by luck. And if your child doesn’t see his teacher as trustworthy, he’s going to be at a major disadvantage when it comes to learning and remembering the information that teacher provides. As the journalist and author Amanda Ripley has shown, teenagers recognize that it’s not how much they like a teacher that predicts their academic success, but whether they believe the teacher is trustworthy and knowledgeable."
L12-P07-S01,Lesson 12,The influence of trust operates automatically and below conscious ___.,awareness,pressure,instruction,punishment,1,The paragraph uses the phrase “below conscious awareness” and explains the automatic process.,Summary Cloze,"[7] In all these cases, the influence of trust operates below conscious awareness. It’s not that our kids are intentionally judging the trustworthiness of teachers in attempts to decide whether to accept information from them. Their minds are built to do it automatically and effortlessly. Every day, in every school and every home, our kids’ minds are busy figuring out whose knowledge is reliable and whose isn’t. It’s a system that can work pretty well if children can choose from whom they wish to learn. But, in most schools, such choice isn’t possible. Teachers are determined by luck. And if your child doesn’t see his teacher as trustworthy, he’s going to be at a major disadvantage when it comes to learning and remembering the information that teacher provides. As the journalist and author Amanda Ripley has shown, teenagers recognize that it’s not how much they like a teacher that predicts their academic success, but whether they believe the teacher is trustworthy and knowledgeable."
