id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L09-P08-F01,Lesson 9,"According to paragraph 8, what did the outdoor experiment show?",Walking itself mattered more than the surroundings.,Outdoor walking was far more effective than indoor walking.,Sitting outside produced the most creative ideas.,A blank wall prevented all creativity.,1,"The paragraph concludes that walking, not the surroundings, was important for stimulating creativity.",Factual,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P08-I01,Lesson 9,What can be inferred about pleasant scenery from paragraph 8?,It was not the main reason walking increased creativity.,It completely prevented creative thinking.,It was necessary for every creative idea.,It made sitting more effective than walking.,1,"Outdoor walking was not especially more effective than indoor treadmill walking, so scenery was not the main cause.",Inference,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P08-S01,Lesson 9,Parts of the experiment were moved outdoors to see whether the results could apply to the ___ world.,real,ancient,digital,business,1,The paragraph says the experiment was partly moved outdoors to examine real-world applicability.,Summary Cloze,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P08-S02,Lesson 9,Volunteers who walked around Stanford’s campus produced more creative ideas than those who ___.,sat,ran,danced,slept,1,The paragraph compares walking around campus with sitting either inside or outside.,Summary Cloze,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P08-S03,Lesson 9,"Indoor treadmill walking and outdoor walking had similar effects, suggesting that the ___ were not the key factor.",surroundings,students,objects,tests,1,"The paragraph concludes that walking, not the surroundings, stimulated creativity.",Summary Cloze,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P09-V01,Lesson 9,"As used in paragraph 9, the word “distinct” most nearly means:",different,hidden,similar,common,1,The walking effect is different from permanent physical changes because it lasts only a short time.,Vocabulary,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-F01,Lesson 9,"According to paragraph 9, what remains unclear?",How a brief walk changes mental processes related to creativity,Whether walking has any effect on mood,Whether the experiment included students,How long permanent brain changes last,1,The paragraph says it remains unclear how a brief walk alters the mental processes related to creativity.,Factual,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-I01,Lesson 9,What can be inferred about the effect of a brief walk?,It is probably not caused by permanent physical changes in the brain.,It permanently changes the structure of the brain.,It works only when people feel sad.,It prevents all rational thought from occurring.,1,"The paragraph says the effect lasts only a short time, making it distinct from permanent physical changes.",Inference,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S01,Lesson 9,"The effect of a brief, casual walk lasts for only a short ___.",time,distance,story,experiment,1,The paragraph explicitly states that the effect lasts for only a short time.,Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S02,Lesson 9,One possible explanation is that walking improves ___.,mood,vision,hearing,temperature,1,"The paragraph suggests walking may improve mood, allowing creativity to blossom.",Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S03,Lesson 9,Another possibility is that walking helps the brain break through some rational ___.,controls,exercises,campuses,objects,1,The paragraph says walking may allow the brain to break through some of its own rational controls.,Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
