id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L10-P03-F01,Lesson 10,"According to paragraph 3, how many people are estimated to use English as a second language in countries where it has official status?",Around 430 million,Around 400 million,Around 750 million,"Nearly 7,000 million",1,"The paragraph says a similar number, around 430 million, use English as a second language in such countries.",Factual,"[3] From the vantage point of the 21st century, this impression seems remarkably prescient: English is not merely the language of England and other countries of the British Isles, but a language used natively across the globe by millions of speakers. （中略） Recent estimates suggest that there are around 400 million speakers of English as a native language and a similar number (around 430 million) who use English as a second language in countries where it has some kind of official status. The latter countries are often those which were affected by British colonization and in which English was established as an important second or official language, but not as a first language (for example, India, Cameroon, Nigeria and Jamaica)."
L10-P03-I01,Lesson 10,What can be inferred about some countries where English is an important second or official language?,Their history was often influenced by British colonization.,They all use English as their only first language.,They are located only in Europe.,They rejected English after independence.,1,The paragraph says the latter countries are often those affected by British colonization.,Inference,"[3] From the vantage point of the 21st century, this impression seems remarkably prescient: English is not merely the language of England and other countries of the British Isles, but a language used natively across the globe by millions of speakers. （中略） Recent estimates suggest that there are around 400 million speakers of English as a native language and a similar number (around 430 million) who use English as a second language in countries where it has some kind of official status. The latter countries are often those which were affected by British colonization and in which English was established as an important second or official language, but not as a first language (for example, India, Cameroon, Nigeria and Jamaica)."
L10-P03-S01,Lesson 10,"From today’s perspective, Adams’s prediction seems remarkably ___.",prescient,irrelevant,confusing,ordinary,1,The paragraph directly says the impression seems remarkably prescient from the 21st-century vantage point.,Summary Cloze,"[3] From the vantage point of the 21st century, this impression seems remarkably prescient: English is not merely the language of England and other countries of the British Isles, but a language used natively across the globe by millions of speakers. （中略） Recent estimates suggest that there are around 400 million speakers of English as a native language and a similar number (around 430 million) who use English as a second language in countries where it has some kind of official status. The latter countries are often those which were affected by British colonization and in which English was established as an important second or official language, but not as a first language (for example, India, Cameroon, Nigeria and Jamaica)."
L10-P03-S02,Lesson 10,English is used natively not only in Britain but by millions of speakers across the ___.,globe,office,conference,continent,1,The paragraph states that English is used natively across the globe by millions of speakers.,Summary Cloze,"[3] From the vantage point of the 21st century, this impression seems remarkably prescient: English is not merely the language of England and other countries of the British Isles, but a language used natively across the globe by millions of speakers. （中略） Recent estimates suggest that there are around 400 million speakers of English as a native language and a similar number (around 430 million) who use English as a second language in countries where it has some kind of official status. The latter countries are often those which were affected by British colonization and in which English was established as an important second or official language, but not as a first language (for example, India, Cameroon, Nigeria and Jamaica)."
L10-P03-S03,Lesson 10,Some countries have English as an important second or official language because of historical ___.,colonization,tourism,translation,technology,1,The paragraph links these countries to British colonization.,Summary Cloze,"[3] From the vantage point of the 21st century, this impression seems remarkably prescient: English is not merely the language of England and other countries of the British Isles, but a language used natively across the globe by millions of speakers. （中略） Recent estimates suggest that there are around 400 million speakers of English as a native language and a similar number (around 430 million) who use English as a second language in countries where it has some kind of official status. The latter countries are often those which were affected by British colonization and in which English was established as an important second or official language, but not as a first language (for example, India, Cameroon, Nigeria and Jamaica)."
L10-P04-V01,Lesson 10,"As used in paragraph 4, the word “substantial” most nearly means:",large,temporary,uncertain,unnecessary,1,"The numbers of native and second-language speakers are described as substantial, meaning large or significant.",Vocabulary,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P04-F01,Lesson 10,"According to paragraph 4, which group has made English truly international and universal?",Foreign language speakers of English,Only native speakers of English,Only second-language speakers in former colonies,People who speak no English,1,"The paragraph states that foreign language speakers, rather than first and second language speakers, made English truly international and universal.",Factual,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P04-I01,Lesson 10,What can be inferred from the statistics in paragraph 4?,English’s global role depends heavily on people who learn it as an additional language.,English is spoken by fewer people than most other languages.,Only native speakers matter in the spread of English.,China has very few English learners.,1,The paragraph emphasizes the enormous number of foreign language speakers and learners of English.,Inference,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P04-S01,Lesson 10,The paragraph argues that foreign language speakers helped make English truly ___.,international,regional,ancient,isolated,1,The paragraph says foreign language speakers made English the truly international and universal language.,Summary Cloze,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P04-S02,Lesson 10,Crystal estimated that 750 million people spoke English as a foreign language with at least medium conversational ___.,competence,grammar,accent,translation,1,The phrase used in the paragraph is “medium level of conversational competence.”,Summary Cloze,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P04-S03,Lesson 10,"When all speaker groups are considered, at least 25% of the world’s population speaks English reasonably ___.",proficiently,rarely,privately,locally,1,The paragraph states that at least 25% of the world’s population speaks English reasonably proficiently.,Summary Cloze,"[4] However, while these numbers are substantial, it is the foreign language speakers of English, rather than the first and second language speakers, who have made it the truly international and universal language of the 20th and 21st centuries. Ten years ago, Crystal estimated that 750 million people spoke English as a foreign language with at least a “medium level of conversational competence” and, more recently, Bolton and Graddol found that nearly 400 million people in China, roughly a third of the population there, were English learners. Taking the figures for native, second and foreign speakers of English together, it can be said that at least 25% of the world’s population speaks English reasonably proficiently, a striking statistic given that nearly 7,000 languages are spoken throughout the world. （中略） It is clear that English is the most widely spoken language on the planet. （中略）"
L10-P05-V01,Lesson 10,"As used in paragraph 5, the word “proportion” most nearly means:",share,purpose,language,location,1,The paragraph refers to the share of people who use English as a non-native language.,Vocabulary,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P05-F01,Lesson 10,"According to paragraph 5, why do many non-native speakers learn English?",To use it as an international lingua franca in many fields,To speak only with native speakers,To replace all local languages,To study British history exclusively,1,"The paragraph says many non-native speakers learn English because it is used as an international lingua franca in areas such as business, science, and education.",Factual,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P05-I01,Lesson 10,What can be inferred from paragraph 5?,English is often valued for communication among non-native speakers.,Non-native speakers usually avoid using English in professional fields.,English is useful only in English-speaking countries.,Learning English has become less important as its use has grown.,1,The paragraph says learners may not intend to use English with native speakers but with others internationally.,Inference,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P05-S01,Lesson 10,"As non-native use has grown, English has gained more value as an additional ___.",language,holiday,industry,medicine,1,The paragraph says English is seen as a valuable additional language for more reasons.,Summary Cloze,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P05-S02,Lesson 10,Many learners study English not necessarily to communicate with ___ speakers.,native,young,European,scientific,1,The paragraph says many do not necessarily intend to use English with native speakers.,Summary Cloze,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P05-S03,Lesson 10,"English functions as an international lingua franca in areas such as business, medicine, science, and ___.",education,tourism only,sports,literature only,1,Education is included in the list of fields where English is used as a lingua franca.,Summary Cloze,"[5] As the proportion of people who use English as a non-native language has grown, so has the number of reasons why it is seen as a valuable additional language. Many non-native speakers have learned (or are learning) English not because they necessarily intend to use it with native speakers, but rather because it is now used as an international lingua franca in many areas of business, industry, medicine, science and education."
L10-P06-V01,Lesson 10,"As used in paragraph 6, the phrase “taken for granted” most nearly means:",accepted as normal,strongly criticized,carefully hidden,recently invented,1,"The paragraph contrasts today, when English as a lingua franca is accepted as normal, with the 1980s, when it was noteworthy.",Vocabulary,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P06-F01,Lesson 10,"According to paragraph 6, where did Ferguson discuss the use of English as an international language?",At European scientific and academic conferences,In primary schools in England,In diplomatic meetings in Russia,In trade markets in East Africa,1,The paragraph mentions Ferguson’s discussion of language use at European scientific and academic conferences.,Factual,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P06-I01,Lesson 10,What can be inferred about the English used at the conferences Ferguson described?,It could differ from the English of England while sharing features among non-native speakers.,It was identical to native British English in all respects.,It was used only when all participants were native speakers.,It was never published in conference proceedings.,1,Ferguson wrote that conference English often showed features at variance with English of England but shared by other speakers.,Inference,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P06-S01,Lesson 10,"English as a lingua franca is now taken for granted, but it was noteworthy in the ___.",1980s,1780s,17th century,20th century only in Russia,1,The paragraph says this use was noteworthy in the 1980s.,Summary Cloze,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P06-S02,Lesson 10,Ferguson observed that conferences were often conducted in English even when few participants were ___ speakers.,native,young,European,scientific,1,The quotation states that only a few participants were native speakers.,Summary Cloze,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P06-S03,Lesson 10,The English used at such conferences sometimes had features different from the English of ___.,England,China,India,Cameroon,1,Ferguson says the English spoken showed features at variance with the English of England.,Summary Cloze,"[6] This use of English as a lingua franca is a relatively recent phenomenon, and while it is taken for granted today, it was noteworthy in the 1980s, as evidenced by Ferguson’s discussion of language use at European scientific and academic conferences. Ferguson wrote in 1981, “English is widely used on the European continent as an international language. Frequently conferences are conducted in English (and their proceedings published in English) when only a few of the participants are native speakers. At such conferences the English spoken often shows features at variance with the English of England but shared by the other speakers.”"
L10-P07-V01,Lesson 10,"As used in paragraph 7, the word “ubiquity” most nearly means:",being found almost everywhere,being difficult to learn,being officially forbidden,being historically ancient,1,The paragraph uses ubiquity to refer to the widespread presence of English.,Vocabulary,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P07-F01,Lesson 10,"According to paragraph 7, if a non-local language is used for conversation, which language is it likely to be?",English,Latin,French,Hausa,1,"The paragraph states that if a non-local language is used for conversation, it is likely to be English.",Factual,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P07-I01,Lesson 10,What can be inferred from the warning about English-speaking tourists in paragraph 7?,The author does not claim that English is literally used everywhere.,The author believes tourists always understand local language policies.,English has replaced every local language completely.,English is used only in Europe and at conferences.,1,"The paragraph says this is not to imply that English is used everywhere, despite what some tourists may think or desire.",Inference,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P07-S01,Lesson 10,The use of English as a lingua franca occurs not only in Europe and conferences but in most parts of the ___.,world,classroom,Roman Empire,British Isles,1,The paragraph says this language use occurs in some form in most parts of the world.,Summary Cloze,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P07-S02,Lesson 10,The author does not mean that English is used ___.,everywhere,frequently,internationally,as a non-local language,1,The paragraph explicitly states that this is not to imply English is used everywhere.,Summary Cloze,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P07-S03,Lesson 10,The widespread presence of English affects how people ___ it and use it generally.,perceive,translate,memorize,pronounce,1,The paragraph says the ubiquity of English affects its overall perception and general use.,Summary Cloze,"[7] It is not just in Europe and at conferences that such language use occurs, but in some form or other in most parts of the world. This is not to imply that English is used everywhere (despite what some English-speaking tourists may think or desire), but rather that if a non-local language is used for conversation, it is likely to be English. The ubiquity of English affects its overall perception and its more general use."
L10-P08-V01,Lesson 10,"As used in paragraph 8, the phrase “get one’s point across” most nearly means:",communicate one’s meaning clearly,win an argument by force,speak like a native speaker,translate every word exactly,1,The phrase refers to the practical goal of making one’s meaning understood.,Vocabulary,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P08-F01,Lesson 10,"According to paragraph 8, what is a lingua franca?",A language used by speakers of different languages to communicate with each other,A language spoken only by native speakers,A language used only in literature,A language that has no historical examples,1,The paragraph defines a lingua franca as a language used by speakers of different languages to communicate.,Factual,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P08-I01,Lesson 10,What can be inferred about proficiency in lingua franca use?,Native-like proficiency is often less important than successful communication.,All lingua franca users are more proficient than native speakers.,A lingua franca is used only when everyone has the same first language.,Lingua francas are never used for urgent communication.,1,The paragraph says lower proficiency is not generally problematic because the purpose is communicative urgency and getting one’s point across.,Inference,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P08-S01,Lesson 10,A lingua franca helps speakers of different ___ communicate with one another.,languages,ages,professions,continents only,1,The definition in the paragraph focuses on speakers of different languages.,Summary Cloze,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P08-S02,Lesson 10,"Historically, lingua francas have been used for trade, diplomacy, and many other ___.",reasons,mistakes,dialects,colonies,1,"The paragraph lists trade, diplomacy, and a wide range of other reasons.",Summary Cloze,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P08-S03,Lesson 10,Latin and French are given as examples of historical ___ francas.,lingua,foreign,native,official,1,The paragraph introduces Latin and French as examples of lingua francas.,Summary Cloze,"[8] （中略） Broadly speaking, a lingua franca is a language used by speakers of different languages to communicate with each other. People have used lingua franca languages for trade, for diplomacy and for a wide range of other reasons throughout history. In some instances the language used as a lingua franca was the native language of one group and a second or third language of another group, but often lingua francas were chosen as neutral languages between speakers of different languages. （中略） To give two brief examples of lingua francas: Latin was widely used as a lingua franca across the Roman Empire and French was a vital tool within diplomatic circles across Europe (and Russia) from the 17th century until the 20th century. Often the people using a lingua franca are not as proficient in it as native speakers are, but because the main purposes of lingua franca use have to do with communicative urgency and a desire to get one’s point across, this is not generally seen as problematic."
L10-P09-V01,Lesson 10,"As used in paragraph 9, the phrase “de facto choice” most nearly means:",the choice used in practice,a choice required by ancient law,a choice limited to native speakers,a choice made only for diplomacy,1,"De facto means something that functions as the choice in practice, even if not formally required.",Vocabulary,"[9] Although there have been a number of important lingua francas historically, including the two mentioned above, and various languages are currently used as lingua francas in specific countries (for example, Swahili in East Africa and Hausa in Niger and Nigeria), the situation of English is unique. Never before has one language been spoken by such a high proportion of people across the world and in so many different contexts. As noted, many of the earlier lingua francas were used primarily for trading or diplomacy, and the number and proficiency of the non-native speakers would have been relatively low. English is completely different in this respect, as research on English as a lingua franca has underlined. English is a global lingua franca, the de facto choice across numerous bilingual and multilingual communities all over the world."
